5.159000e+000,3.177709e+006,2.258700e+001
7.964000e+000,3.171623e+006,2.258800e+001
1.096900e+001,3.169098e+006,2.258800e+001
1.395500e+001,3.169289e+006,2.258800e+001
1.676100e+001,3.171826e+006,2.258800e+001
1.972400e+001,3.175408e+006,2.258800e+001
2.256500e+001,3.179073e+006,2.258800e+001
2.555100e+001,3.182045e+006,2.258800e+001
2.836300e+001,3.183796e+006,2.258800e+001
3.133100e+001,3.184140e+006,2.258800e+001
3.415100e+001,3.183301e+006,2.258800e+001
3.715000e+001,3.182040e+006,2.258800e+001
3.994200e+001,3.180464e+006,2.258800e+001
4.294300e+001,3.178637e+006,2.258800e+001
4.578100e+001,3.176894e+006,2.258900e+001
4.876200e+001,3.176184e+006,2.258900e+001
5.176200e+001,3.176513e+006,2.258900e+001
5.455200e+001,3.178272e+006,2.258900e+001
5.754600e+001,3.181413e+006,2.258900e+001
6.035600e+001,3.186328e+006,2.259000e+001
6.335700e+001,3.192337e+006,2.258900e+001
6.536900e+001,3.197334e+006,2.258900e+001
6.816700e+001,3.203891e+006,2.258900e+001
7.114500e+001,3.210050e+006,2.258900e+001
7.395100e+001,3.216014e+006,2.258900e+001
7.695700e+001,3.221707e+006,2.258900e+001
7.995300e+001,3.226684e+006,2.258900e+001
8.273600e+001,3.231781e+006,2.258800e+001
8.574700e+001,3.237750e+006,2.258800e+001
8.874400e+001,3.243317e+006,2.258900e+001
9.156200e+001,3.247763e+006,2.259000e+001
9.456000e+001,3.251545e+006,2.259000e+001
9.754100e+001,3.255460e+006,2.259000e+001
1.003520e+002,3.256618e+006,2.259000e+001
1.033240e+002,3.257679e+006,2.259000e+001
1.061450e+002,3.257452e+006,2.259000e+001
1.081500e+002,3.256030e+006,2.259000e+001
1.111570e+002,3.255291e+006,2.259000e+001
1.139390e+002,3.254106e+006,2.259000e+001
1.169400e+002,3.253022e+006,2.259000e+001
1.199380e+002,3.253550e+006,2.258900e+001
1.227550e+002,3.254418e+006,2.258800e+001
1.257550e+002,3.257527e+006,2.258800e+001
1.287640e+002,3.259771e+006,2.258800e+001
1.315370e+002,3.262570e+006,2.258800e+001
1.335480e+002,3.264020e+006,2.258800e+001
1.365300e+002,3.264569e+006,2.258800e+001
1.393650e+002,3.263848e+006,2.258900e+001
1.423660e+002,3.261324e+006,2.259000e+001
1.453490e+002,3.258717e+006,2.258800e+001
1.481410e+002,3.256694e+006,2.258700e+001
1.511440e+002,3.254865e+006,2.258700e+001
1.539590e+002,3.254329e+006,2.258700e+001
1.569370e+002,3.254598e+006,2.258700e+001
1.589520e+002,3.254832e+006,2.258700e+001
1.617340e+002,3.254999e+006,2.258700e+001
1.647400e+002,3.254077e+006,2.258700e+001
1.677430e+002,3.252873e+006,2.258700e+001
1.705440e+002,3.250688e+006,2.258800e+001
1.735590e+002,3.248706e+006,2.258800e+001
1.763440e+002,3.247077e+006,2.258800e+001
1.793450e+002,3.246239e+006,2.258800e+001
